 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
1427	* eps Ant                	*  	142.31133199 -35.95133540  	 7.63 	 5.95 	 4.51 	 3.50 	 2.74 	K3III                 
1428	HR 3131                  	*  	119.96687989 -18.39923032  	 4.77 	 4.69 	 4.61 	 4.46 	 4.40 	A1V                   
1429	* lam Pyx                	*  	140.80104579 -28.83387277  	 6.22 	 5.59 	 4.68 	 3.97 	 3.50 	G8III                 
1430	* alf Cep                	V* 	319.64488470 +62.58557446  	 2.770	 2.680	 2.460	 2.22 	 2.11 	A8Vn                  
1431	* m Hya                  	** 	221.50033327 -25.44317653  	     ~	 5.29 	 4.94 	     ~	     ~	F0VSr+G1V             
1432	* gam Oph                	PM*	266.97316555 +02.70727778  	 3.83 	 3.80 	 3.75 	 3.71 	 3.71 	A1VnkA0mA0            
1433	* phi Leo                	*  	169.16541498 -03.65160473  	     ~	 4.665	 4.467	     ~	     ~	A5V                   
1434	* 31 Vul                 	SB*	313.03198339 +27.09697702  	     ~	 5.389	 4.576	     ~	     ~	G7III                 
1435	* bet CMi                	Be*	111.78767391 +08.28931576  	 2.52 	 2.80 	 2.89 	 2.90 	 2.96 	B8Ve                  
1436	* rho Sco                	SB*	239.22115099 -29.21407255  	 2.84 	 3.66 	 3.86 	 3.97 	 4.17 	B2IV-V                
1437	* tet CrB                	Be*	233.23242560 +31.35913227  	 3.45 	 4.00 	 4.13 	 4.18 	 4.29 	B6Vnne                
1438	* alf Lac                	*  	337.82292212 +50.28249116  	 3.78 	 3.78 	 3.77 	 3.77 	 3.80 	A1V                   
1439	* ksi02 CMa              	*  	098.76411952 -22.96478820  	     ~	 4.49 	 4.50 	     ~	     ~	A0III                 
1440	* kap Phe                	*  	006.55084095 -43.67983137  	 4.22 	 4.11 	 3.94 	 3.78 	 3.70 	A5IVn                 
1441	* zet Tuc                	PM*	005.01774979 -64.87479302  	 4.82 	 4.80 	 4.23 	 3.73 	 3.40 	F9.5V                 
1442	* del Crv                	PM*	187.46606319 -16.51543126  	 2.80 	 2.89 	 2.94 	 2.99 	 3.03 	A0IV(n)kB9            
1443	* o Per                  	*  	055.59435647 +33.96502482  	 4.13 	 4.927	 4.975	     ~	     ~	B0.5V                 
1444	* zet02 Aqr              	** 	337.207529 -00.020056      	 4.03 	 4.79 	 4.34 	 3.27 	 3.04 	F2IV/V                
1445	* chi Cen                	bC*	211.51153435 -41.17963300  	 3.4  	 4.157	 4.343	     ~	     ~	B2V                   
1446	* ups Ori                	V* 	082.98275078 -07.30153810  	 3.30 	 4.36 	 4.63 	 4.75 	 5.01 	O9.7V                 
1447	* iot01 Nor              	** 	240.88370590 -57.77507336  	     ~	 4.87 	 4.63 	     ~	     ~	A5IVs                 
1448	* iot Gru                	SB*	347.58973980 -45.24671241  	     ~	 4.883	 3.890	     ~	     ~	K1III                 
1449	* zet UMa                	** 	200.98141867 +54.92535197  	     ~	 2.29 	 2.27 	     ~	     ~	A1.5Vas               
1450	GES J12383913-6038125    	*  	189.6631331 -60.6368070    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1451	CCDM J17591-3015AB       	** 	269.77200731 -30.25302192  	     ~	 6.60 	 4.98 	     ~	     ~	M2                    
1452	* 20 Boo                 	V* 	214.93847831 +16.30694823  	     ~	 6.100	 4.850	 4.1  	 3.5  	K3III                 
1453	* tau Lib                	SB*	234.66403957 -29.77774878  	     ~	 3.490	 3.644	     ~	     ~	B2.5V                 
1454	* eps Cet                	SB*	039.89095219 -11.87214254  	     ~	 5.33 	 4.87 	     ~	     ~	F5V                   
1455	* ksi Cas                	SB*	010.51623091 +50.51252542  	 4.05 	 4.71 	 4.81 	 4.82 	 4.94 	B2V                   
1456	NGC 1980                 	OpC	083.8500 -05.9150          	     ~	     ~	 2.5  	     ~	     ~	~                     
1457	* 47 Tau                 	** 	063.48493673 +09.26382581  	     ~	 5.71 	 4.89 	     ~	     ~	G5III                 
1458	* tau02 Eri              	*  	042.75967442 -21.00401818  	 6.28 	 5.67 	 4.77 	 4.07 	 3.60 	K0III                 
1459	V* V Pup                 	bL*	119.56016333 -49.24491118  	 3.28 	 4.24 	 4.41 	     ~	     ~	B1Vp+B2:              
1460	* del Scl                	** 	357.23144407 -28.13027069  	 4.55 	 4.58 	 4.57 	 4.53 	 4.55 	A0Vnp                 
1461	* 11 Sgr                 	*  	272.93055394 -23.70123659  	     ~	 6.03 	 4.98 	     ~	     ~	K0III                 
1462	* nu. Psc                	*  	025.35789129 +05.48761284  	 7.36 	 5.81 	 4.44 	 3.38 	 2.67 	K2/3III               
1463	* lam Lep                	*  	079.89385020 -13.17678910  	 3.03 	 4.04 	 4.29 	 4.41 	 4.69 	B0.5V                 
1464	* del01 Aps              	LP?	245.08668593 -78.69574693  	 8.06 	 6.37 	 4.68 	     ~	     ~	M4III                 
1465	* tet Her                	V* 	269.06325226 +37.25053732  	 6.70 	 5.23 	 3.88 	 2.98 	 2.38 	K1IIaCN+...           
1466	* sig Vir                	V* 	199.40118028 +05.46986726  	 8.42 	 6.47 	 4.80 	     ~	     ~	M2III                 
1467	* 27 CMa                 	Be*	108.56338299 -26.35250867  	 3.76 	 4.45 	 4.65 	 4.64 	 4.73 	B3IIIe                
1468	* alf Gem A              	SB*	113.649429 +31.888275      	     ~	 1.62 	 1.93 	     ~	     ~	A1.5IV+               
1469	* H Vel                  	SB*	134.08026252 -52.72347479  	     ~	 4.585	 4.699	     ~	     ~	B5/6IV                
1470	* ksi Tau                	EB*	051.79229464 +09.73267621  	 3.33 	 3.66 	 3.75 	 3.76 	 3.85 	B9Vn                  
1471	* b Sgr                  	*  	299.23679853 -27.16990026  	     ~	 6.026	 4.544	     ~	     ~	K3III                 
1472	* nu.02 Boo              	** 	232.94575756 +40.89933680  	     ~	 5.093	 4.997	     ~	     ~	A5V                   
1473	V* GZ Vel                	LP*	154.90312808 -55.02930619  	     ~	 6.213	 4.578	 3.43 	     ~	K3II                  
1474	* chi Dra                	SB*	275.26409395 +72.73284772  	 4.010	 4.070	 3.580	 3.14 	 2.83 	F7V                   
1475	* 78 Peg                 	** 	355.99785668 +29.36145394  	     ~	 5.860	 4.941	     ~	     ~	K0III                 
1476	* 20 Pup                 	*  	123.33319811 -15.78822279  	 6.84 	 6.06 	 4.99 	     ~	     ~	G5Ib/II               
1477	* 30 Mon                 	PM*	126.41513338 -03.90642162  	 3.85 	 3.88 	 3.90 	 3.87 	 3.92 	A0Va                  
1478	* lam Pav                	Be*	283.05430944 -62.18759233  	 3.19 	 4.064	 4.207	     ~	     ~	B2Ve                  
1479	* c Leo                  	*  	165.18667257 +06.10144702  	     ~	 5.143	 4.996	     ~	 4.80 	A5III                 
1480	V* CS Cam                	Pu*	052.26721649 +59.94033249  	 4.40 	 4.63 	 4.22 	 3.84 	 3.46 	B9Ia                  
1481	HD 47973                 	V* 	099.65680783 -48.22018526  	     ~	 5.79 	 4.92 	     ~	     ~	G8III                 
1482	* tet Crt                	*  	174.17047231 -09.80224756  	     ~	 4.626	 4.682	     ~	     ~	B9.5V                 
1483	* eps Hya                	BY*	131.69380097 +06.41880152  	 4.43 	 4.06 	 3.38 	 2.78 	 2.39 	G1III+A8V             
1484	* bet Sco                	** 	241.35929 -19.80539        	 2.00 	 2.43 	 2.50 	     ~	     ~	B1V+B2V               
1485	* alf Aqr                	*  	331.445983 -00.319850      	 4.65 	 3.90 	 2.94 	 2.27 	 1.76 	G2Ib                  
1486	* eta Gem                	SB*	093.71940480 +22.50679434  	 6.55 	 4.89 	 3.28 	 1.79 	 0.48 	M2IIIa                
1487	* kap CMa                	Be*	102.46024719 -32.50847846  	 2.73 	 3.68 	 3.89 	 3.91 	 4.05 	B1.5Ve                
1488	HR 2608                  	V* 	104.06662497 -48.72114604  	 8.56 	 6.64 	 4.95 	 3.47 	 2.29 	M1III                 
1489	M 31                     	G  	010.684708 +41.268750      	 4.86 	 4.36 	 3.44 	     ~	     ~	~                     
1490	* psi Phe                	sr*	028.41142097 -46.30266800  	 7.71 	 6.00 	 4.41 	 2.68 	 1.17 	M4III                 
1491	* eps Boo A              	PM*	221.246762 +27.074208      	     ~	 3.61 	 2.45 	     ~	     ~	K0-II/III             
1492	* rho Her A              	** 	260.920717 +37.145925      	     ~	 4.476	 4.510	     ~	     ~	B9.5III               
1493	* tet CrB A              	*  	233.232425 +31.359131      	     ~	 4.033	 4.164	     ~	     ~	~                     
1494	* lam Oph                	** 	247.72842975 +01.98392248  	     ~	 3.94 	 3.90 	     ~	     ~	A1IV                  
1495	* eps Phe                	PM*	002.35267309 -45.74742541  	 5.73 	 4.89 	 3.87 	 3.11 	 2.59 	K0III                 
1496	* del TrA                	*  	243.85945744 -63.68568033  	     ~	 4.956	 3.858	     ~	     ~	G2Ib-IIa              
1497	* c Tau                  	*  	069.53942899 +12.51083582  	 4.52 	 4.39 	 4.27 	 4.13 	 4.08 	A6V                   
1498	* zet Ori B              	*  	085.189879 -01.943219      	     ~	 3.50 	 3.70 	     ~	     ~	B0III                 
1499	* gam Crv                	V* 	183.95154504 -17.54193046  	 2.12 	 2.47 	 2.58 	 2.62 	 2.71 	B8III                 
1500	* h UMa                  	V* 	142.88211972 +63.06186148  	 4.10 	 4.00 	 3.67 	 3.33 	 3.15 	F0IV                  
1501	* del Ori A              	** 	083.001658 -00.299081      	     ~	     ~	 2.41 	     ~	     ~	O9.5II+B1V+B0IV       
1502	* 10 Tau                 	PM*	054.21826346 +00.40166192  	 5.23 	 5.15 	 4.30 	 4.09 	 3.77 	F9IV-V                
1503	* del And                	SB*	009.83197992 +30.86102175  	 6.04 	 4.56 	 3.28 	 2.36 	 1.70 	K3III                 
1504	* 30 LMi                 	*  	156.47839728 +33.79611971  	     ~	 4.972	 4.730	     ~	     ~	F0V                   
1505	* chi Car                	bC*	119.19464158 -52.98235277  	 2.64 	 3.287	 3.444	     ~	     ~	B3IV                  
1506	* lam Tau                	Al*	060.17006549 +12.49034054  	 2.66 	 3.29 	 3.41 	 3.44 	 3.53 	B3V+...               
1507	* 6 Lac                  	SB*	337.62191686 +43.12337679  	 3.68 	 4.421	 4.518	     ~	     ~	B2IV                  
1508	* eta Peg                	SB*	340.75057261 +30.22124505  	 4.38 	 3.81 	 2.95 	 2.31 	 1.83 	G8II+F0V              
1509	* 31 Lyn                 	sr*	125.70879166 +43.18813123  	 7.71 	 5.80 	 4.25 	 3.05 	 2.17 	K4+III                
1510	* bet CrB                	a2*	231.95721470 +29.10570066  	 4.08 	 3.97 	 3.68 	 3.50 	 3.45 	F2VpSrCrEuSi          
1511	* 61 Cyg                 	** 	316.7275 +38.7458          	     ~	 6.10 	 4.84 	     ~	     ~	K5V+K7V               
1512	* bet02 Sco              	SB*	241.36071368 -19.80190433  	 4.19 	 4.87 	 4.89 	 5.58 	     ~	B2V                   
1513	* bet Oph                	V* 	265.86813603 +04.56730431  	 5.150	 3.930	 2.750	 1.96 	 1.38 	K2III                 
1514	* tau Cet                	PM*	026.01701409 -15.93747951  	 4.43 	 4.22 	 3.50 	 2.88 	 2.41 	G8.5V                 
1515	* ksi Oph                	** 	260.25156334 -21.11293508  	     ~	 4.78 	 4.39 	     ~	     ~	F2V                   
1516	* zet Cas                	Pu*	009.24285078 +53.89690758  	 2.58 	 3.47 	 3.66 	 3.74 	 3.95 	B2IV                  
1517	* sig02 UMa              	** 	137.59810823 +67.13401784  	     ~	 5.29 	 4.80 	 4.8  	     ~	F7V                   
1518	* gam Aps                	*  	248.36284911 -78.89714923  	     ~	 4.777	 3.872	     ~	     ~	G8III                 
1519	* omi Col                	PM*	079.37120539 -34.89520677  	 6.62 	 5.83 	 4.83 	 4.09 	 3.54 	K1IV                  
1520	* omi Gem                	*  	114.79138690 +34.58434563  	 5.41 	 5.30 	 4.90 	 4.51 	 4.29 	F3III                 
1521	* 75 Tau                 	** 	067.10987515 +16.35967308  	     ~	 6.115	 4.971	     ~	     ~	K2III                 
1522	* tau Pup                	SB*	102.48403524 -50.61456769  	     ~	 4.13 	 2.93 	     ~	     ~	K1III                 
1523	* eta Dra                	V* 	245.99785807 +61.51421387  	 4.35 	 3.65 	 2.74 	 2.12 	 1.66 	G8III-IV              
1524	* 14 Aur                 	dS*	078.85164348 +32.68759931  	     ~	 5.217	 5.000	 6.45 	     ~	A9V                   
1525	* rho01 Sgr              	dS*	290.41816424 -17.84719912  	 4.29 	 4.15 	 3.93 	 3.74 	 3.64 	A9IV                  
1526	* 36 UMa                 	PM*	157.65658364 +55.98053678  	     ~	 5.319	 4.831	 4.5  	 4.3  	F8V                   
1527	* j Pup                  	*  	119.21474582 -22.88012055  	     ~	 4.890	 4.204	     ~	     ~	F7/8II                
1528	* nu. Cap                	*  	305.16589842 -12.75907901  	 4.61 	 4.72 	 4.76 	 4.75 	 4.81 	B9IV                  
1529	* psi Cyg                	** 	298.90744260 +52.43894767  	     ~	 5.04 	 4.92 	     ~	     ~	A4Vn                  
1530	* kap Cap                	*  	325.66461291 -18.86632413  	     ~	 5.604	 4.738	     ~	     ~	G8III                 
1531	* c Pup                  	*  	116.31373506 -37.96858328  	 7.06 	 5.34 	 3.61 	 2.26 	 1.26 	K4III                 
1532	* ome Cap                	V* 	312.95537849 -26.91912706  	 7.66 	 5.75 	 4.12 	 2.87 	 1.93 	K4III                 
1533	* sig And                	** 	004.58190606 +36.78522519  	 4.64 	 4.57 	 4.52 	 4.44 	 4.44 	A2V                   
1534	* 45 Eri                 	*  	067.969446 -00.044011      	     ~	 6.262	 4.908	     ~	     ~	K0/1III               
1535	HR 2549                  	*  	102.71813508 -34.36731742  	     ~	 6.405	 5.000	     ~	     ~	K2/3III               
1536	* bet PsA                	PM*	337.87637660 -32.34607371  	 4.32 	 4.30 	 4.29 	 4.27 	 4.25 	A1Va                  
1537	* i Cen                  	SB*	206.42185343 -33.04372215  	 4.61 	 4.61 	 4.23 	 3.90 	 3.69 	F2V                   
1538	* h01 Pup                	LP*	122.83955663 -39.61854469  	 7.79 	 6.03 	 4.42 	 3.22 	 2.34 	K4.5Ib                
1539	M 25                     	OpC	277.9458 -19.1167          	     ~	 5.29 	 4.6  	     ~	     ~	~                     
1540	* eta Psc                	** 	022.87087607 +15.34582459  	 5.320	 4.600	 3.620	 2.90 	 2.40 	G7IIa                 
1541	* 24 Lyn                 	PM*	115.75173128 +58.71035973  	     ~	 5.040	 4.958	     ~	     ~	A3IVn                 
1542	* mu. Peg                	PM*	342.50080479 +24.60158288  	 5.10 	 4.42 	 3.48 	 2.80 	 2.33 	G8+III                
1543	* tet Eri                	** 	044.56531355 -40.30468123  	     ~	 3.03 	 2.90 	     ~	     ~	A4III+...             
1544	* 1 Gem                  	SB*	091.03006433 +23.26334447  	 5.54 	 5.02 	 4.15 	 3.47 	 3.02 	G5III                 
1545	* d Ori                  	SB*	084.72117901 -07.21282883  	 5.04 	 4.93 	 4.80 	 4.65 	 4.59 	A4Vn                  
1546	* pi. Aur                	LP*	089.98374698 +45.93673547  	 7.80 	 5.97 	 4.25 	 2.56 	 1.08 	M3IIb                 
1547	* p Vel                  	SB*	159.32558311 -48.22562079  	 4.19 	 4.13 	 3.84 	 3.57 	 3.41 	A3/5                  
1548	* chi Gem                	SB*	120.87950938 +27.79434007  	     ~	 6.087	 4.944	     ~	     ~	K2III                 
1549	* b03 Cyg                	dS*	303.63347213 +36.80630336  	 5.10 	 5.11 	 4.99 	 4.79 	 4.72 	A2V                   
1550	* 1 Cas                  	*  	346.65340774 +59.41975992  	 3.93 	 4.780	 4.840	     ~	     ~	B0.5III               
1551	HD 20336                 	Be*	049.99696946 +65.65229172  	 3.93 	 4.70 	 4.85 	 4.88 	 5.01 	B2.5Vn(e)             
1552	* nu. Vir                	sr*	176.46483156 +06.52937258  	 7.32 	 5.54 	 4.04 	 2.79 	 1.78 	M1III                 
1553	M 6                      	OpC	265.0833 -32.2533          	     ~	 4.48 	 4.2  	     ~	     ~	~                     
1554	* alf Boo                	RG*	213.91530029 +19.18240916  	 2.46 	 1.18 	-0.05 	-1.03 	-1.68 	K0III                 
1555	* eta Ara                	*  	252.44648553 -59.04137708  	     ~	 5.377	 3.780	     ~	     ~	K5III                 
1556	* 26 Hya                 	** 	139.94325984 -11.97485110  	     ~	 5.699	 4.783	     ~	     ~	G8II                  
1557	* e Lup                  	SB*	228.20661177 -44.50041259  	 3.98 	 4.646	 4.807	     ~	     ~	B3IV/V                
1558	HR 2906                  	*  	113.51325350 -22.29606662  	 5.02 	 4.94 	 4.39 	     ~	     ~	F6IV-V                
1559	* zet Leo                	V* 	154.17256653 +23.41731168  	 3.89 	 3.72 	 3.41 	 3.09 	 2.91 	F0IIIa                
1560	* iot Car                	V* 	139.27252857 -59.27523203  	 2.60 	 2.44 	 2.26 	 2.02 	 1.82 	A7Ib                  
1561	* phi02 Lup              	*  	230.78895854 -36.85848668  	 3.77 	 4.39 	 4.54 	 4.60 	 4.74 	B4V                   
1562	* nu. Sco A              	** 	242.998917 -19.460647      	     ~	 4.359	 4.349	     ~	     ~	~                     
1563	* psi Eri                	*  	075.35977498 -07.17396283  	 3.87 	 4.62 	 4.81 	     ~	     ~	B3IV                  
1564	* phi Hya                	SB*	159.64563672 -16.87657401  	     ~	 5.812	 4.913	     ~	     ~	G8III                 
1565	* del01 Gru              	*  	337.31739505 -43.49556237  	 5.80 	 5.00 	 3.97 	 3.22 	 2.71 	G6/8III               
1566	* kap Per                	PM*	047.37404816 +44.85754065  	 5.62 	 4.79 	 3.81 	 3.07 	 2.57 	G9.5IIIb              
1567	* 25 CVn A               	*  	204.365388 +36.294842      	     ~	 5.165	 4.953	     ~	     ~	A7III                 
1568	* b Sco                  	*  	237.74476884 -25.75129581  	 3.84 	 4.566	 4.638	     ~	     ~	B1.5Vn                
1569	CD-43 12272              	** 	271.70788800 -43.42522122  	     ~	 5.17 	 4.94 	     ~	     ~	A6V+A7V               
1570	* 27 Tau                 	SB*	057.29059410 +24.05341675  	 3.18 	 3.54 	 3.63 	 3.62 	 3.68 	B8III                 
1571	* alf Cru                	SB*	186.64956340 -63.09909286  	     ~	 0.56 	 0.81 	     ~	     ~	B1                    
1572	HR 5967                  	*  	240.85078937 -38.60254243  	 4.18 	 4.75 	 4.89 	 4.96 	 5.10 	B5/7III/IV            
1573	* ups Cet                	*  	030.00128817 -21.07783183  	 7.45 	 5.58 	 4.02 	 2.76 	 1.72 	K5/M0III              
1574	* gam CMi                	SB*	112.04080553 +08.92552968  	 7.26 	 5.73 	 4.30 	 3.19 	 2.40 	K3III                 
1575	* omi Aqr                	Be*	330.82851679 -02.15536298  	 4.22 	 4.64 	 4.69 	 4.70 	 4.74 	B7IVe                 
1576	* gam Mic                	*  	315.32275197 -32.25776593  	     ~	 5.543	 4.677	 4.7  	     ~	G8III                 
1577	* b Leo                  	V* 	165.58239904 +20.17984070  	     ~	 4.465	 4.407	     ~	     ~	kA1VmA3V              
1578	* ksi UMa B              	SB*	169.545625 +31.529372      	     ~	 5.38 	 4.729	 4.4  	     ~	G2V                   
1579	* psi Cen                	*  	215.13930120 -37.88529310  	 3.91 	 4.022	 4.049	 6.13 	 8.45 	A0IV                  
1580	* eps Lup                	SB*	230.67028441 -44.68961517  	 2.46 	 3.198	 3.367	     ~	     ~	B2IV-V                
1581	* ups Sgr                	Be*	290.43176182 -15.95501735  	 4.18 	 4.71 	 4.61 	 4.34 	 4.21 	F2p                   
1582	* 34 Boo                 	sr*	220.85567936 +26.52785176  	 8.44 	 6.46 	 4.79 	 3.37 	 2.11 	M3III                 
1583	* eta Ori A              	SB*	081.119238 -02.397136      	     ~	 3.417	 3.594	     ~	     ~	B1V                   
1584	* tet Ind A              	** 	319.966196 -53.449267      	     ~	 4.641	 4.483	 5.82 	     ~	A5IV-V                
1585	* nu. And                	SB*	012.45353069 +41.07891011  	 3.80 	 4.38 	 4.53 	 4.56 	 4.71 	F8IV-V+M4V            
1586	HR 6237                  	SB*	251.32423394 +56.78184983  	     ~	 5.187	 4.849	     ~	     ~	F2V                   
1587	* tet Oct                	*  	000.39875660 -77.06572478  	     ~	 6.070	 4.793	     ~	     ~	K3III                 
1588	* psi Sgr                	SB*	288.88511073 -25.25668246  	     ~	 5.41 	 4.85 	     ~	     ~	K0/1III+A/F           
1589	* ome Ori                	Be*	084.79644299 +04.12146652  	 3.73 	 4.48 	 4.59 	 4.57 	 4.67 	B3Ve                  
1590	* 3 Cet                  	V* 	001.12549281 -10.50952359  	     ~	 6.613	 4.953	     ~	     ~	K3Ib                  
1591	* zet Vol                	PM*	115.45525418 -72.60609907  	     ~	 4.982	 3.960	     ~	     ~	K0III                 
1592	* mu. Ori A              	SB*	090.595821 +09.647289      	 4.56 	 4.43 	 4.30 	 4.15 	 4.09 	A1Vm                  
1593	* B Vel                  	SB*	125.63205879 -48.49037864  	 3.83 	 4.67 	 4.82 	 4.86 	 4.99 	B2III                 
1594	* eps Col                	*  	082.80314749 -35.47052029  	 6.09 	 5.01 	 3.87 	 3.05 	 2.45 	K1II/III              
1595	* zet Gru                	*  	345.22005339 -52.75413356  	     ~	 5.087	 4.125	     ~	     ~	K1IIIFe-1.2CN-0.5     
1596	* eps Gru                	SB*	342.13874302 -51.31686115  	     ~	 3.582	 3.489	     ~	     ~	A2IVn                 
1597	* lam Aur                	PM*	079.78530918 +40.09905072  	 5.46 	 5.33 	 4.71 	 4.18 	 3.86 	G1V                   
1598	* 36 Com                 	V* 	194.73101275 +17.40944343  	 8.31 	 6.35 	 5.00 	 3.44 	 2.49 	K6III-IV              
1599	* lam Peg                	*  	341.63282442 +23.56565448  	 5.93 	 5.00 	 3.93 	 3.16 	 2.66 	G8IIIa_CN0.5          
1600	* tet Dor                	*  	078.43939860 -67.18525847  	 7.48 	 6.121	 4.812	     ~	     ~	K2/3IIICNIb/II        
1601	* del Ret                	V* 	059.68645604 -61.40018537  	 8.15 	 6.19 	 4.57 	 3.23 	 2.19 	M0III                 
1602	NAME Kepler's SN         	SNR	262.649900 -21.482286      	     ~	     ~	-3    	     ~	     ~	SN.Ia                 
1603	* kap UMa                	*  	135.90636507 +47.15652473  	     ~	 3.60 	 3.60 	     ~	     ~	A1Vn                  
1604	* g UMa                  	** 	201.30640764 +54.98795966  	 4.260	 4.180	 4.010	 3.85 	 3.78 	A5V+M3-4V             
1605	* alf Sct                	V* 	278.80178235 -08.24407024  	 6.70 	 5.17 	 3.83 	 2.86 	 2.18 	K3III                 
1606	V* RR UMi                	sr*	224.39586369 +65.93246026  	 7.86 	 6.19 	 4.54 	 2.69 	 0.97 	M5III                 
1607	* tet01 Tau              	SB*	067.14373348 +15.96218040  	 5.510	 4.780	 3.840	 5.48 	     ~	K0IIIb                
1608	* 67 Oph                 	*  	270.16131745 +02.93156455  	 3.34 	 3.96 	 3.93 	 3.84 	 3.81 	B5I                   
1609	* nu. UMa                	*  	169.61973601 +33.09430852  	 6.44 	 4.89 	 3.49 	 2.43 	 1.73 	K3III_Ba0.3           
1610	* alf Pav                	SB*	306.41190437 -56.73508973  	 1.03 	 1.795	 1.910	     ~	     ~	B2IV                  
1611	* 27 Psc                 	** 	359.66823782 -03.55598275  	     ~	 5.808	 4.890	     ~	     ~	G8III                 
1612	* omi Ori                	S* 	073.13318153 +14.25064486  	     ~	 6.534	 4.752	     ~	     ~	M3SIII                
1613	* lam Ser                	SB*	236.61089255 +07.35306802  	 5.13 	 5.03 	 4.42 	 3.92 	 3.60 	G0IV-V                
1614	* zet Crt                	** 	176.19073394 -18.35067494  	     ~	 5.673	 4.717	     ~	     ~	G8III                 
1615	* 30 Cyg                 	V* 	303.32522325 +46.81567845  	     ~	 4.927	 4.833	     ~	     ~	A5IIIn                
1616	* eta Gru                	*  	341.40784184 -53.50012091  	     ~	 6.030	 4.859	     ~	     ~	K2IIICNIV             
1617	* ome UMa                	SB*	163.49475146 +43.18995785  	     ~	 4.643	 4.668	     ~	     ~	G5IIIa                
1618	* eps Aql                	SB*	284.90566133 +15.06830196  	 6.14 	 5.10 	 4.02 	 3.26 	 2.74 	K1III                 
1619	* 11 Cep                 	PM*	325.48038905 +71.31141838  	     ~	 5.664	 4.544	 3.9  	 3.3  	K1III                 
1620	* 42 Dra                 	PM*	276.49640558 +65.56348021  	     ~	 6.020	 4.833	     ~	     ~	K1.5III_Fe-1          
1621	* gam01 And              	SB*	030.9748046 +42.3297247    	 4.22 	 3.30 	 2.10 	 1.16 	 0.47 	K3IIb                 
1622	CCDM J12546-5711AB       	** 	193.64896 -57.17786        	     ~	 5.3  	 4.3  	     ~	     ~	B3.5:...              
1623	* iot UMa A              	SB*	134.803387 +48.042314      	     ~	 3.36 	 3.13 	     ~	     ~	A7V(n)                
1624	* ups Cyg                	Be*	319.47947940 +34.89689692  	 3.50 	 4.32 	 4.42 	 4.37 	 4.45 	B2Vne                 
1625	* alf Cae                	** 	070.14047106 -41.86375207  	 4.79 	 4.79 	 4.45 	 4.11 	 3.90 	F2V                   
1626	* alf Psc                	a2*	030.51174881 +02.76376138  	     ~	 3.84 	 3.82 	     ~	     ~	kA0hA7Sr+kA2hF2mF2(IV)
1627	* del Cet                	bC*	039.87064912 +00.32850959  	 2.97 	 3.85 	 4.07 	     ~	     ~	B2IV                  
1628	* lam CMa                	*  	097.04253114 -32.58006820  	 3.70 	 4.31 	 4.48 	 4.54 	 4.70 	B4V                   
1629	* 16 Lib                 	PM*	224.29583370 -04.34645964  	 4.86 	 4.81 	 4.49 	 4.17 	 4.00 	F2V                   
1630	NOVA Vul 1670            	No*	296.9083 +27.3133          	     ~	 3.0  	 2.7  	     ~	     ~	~                     
1631	IC 2391                  	OpC	130.1333 -53.0333          	     ~	     ~	 2.5  	     ~	     ~	F5V                   
1632	* mu. Psc                	PM*	022.54631015 +06.14382159  	 7.75 	 6.22 	 4.84 	 3.78 	 3.04 	K4III                 
1633	CCDM J15051-4703AB       	** 	226.27952481 -47.05124934  	     ~	 3.75 	 3.89 	     ~	     ~	B5                    
1634	* alf Cen A              	SB*	219.90205833 -60.83399269  	 0.96 	 0.72 	 0.01 	     ~	     ~	G2V                   
1635	* 63 Aur                 	*  	107.91386775 +39.32055194  	     ~	 6.400	 4.907	     ~	     ~	K3.5III               
1636	* iot Ser                	*  	235.38772788 +19.67039944  	     ~	 4.567	 4.509	     ~	     ~	A1V                   
1637	BD+35 668s               	*  	050.035812 +36.182794      	     ~	 0.00 	 0.00 	     ~	     ~	F2III:                
1638	* pi. Sgr                	** 	287.44097053 -21.02361398  	 3.46 	 3.22 	 2.88 	 2.54 	 2.30 	F2II-III              
1639	* i Sco                  	*iN	247.55197974 -25.11522341  	 3.93 	 4.72 	 4.79 	 4.85 	 4.99 	B3V                   
1640	GES J12381884-6036322    	*  	189.5785778 -60.6089512    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1641	* kap Gem                	** 	116.11188987 +24.39799645  	 5.19 	 4.49 	 3.57 	 2.86 	 2.41 	G8IIIa                
1642	* gam Com                	*iC	186.73446698 +28.26842252  	 6.64 	 5.47 	 4.34 	 3.53 	 3.01 	K1III                 
1643	* 72 Peg                 	** 	353.48828297 +31.32527939  	     ~	 6.394	 4.993	     ~	     ~	K4III                 
1644	* tet01 Mic              	a2*	320.19016248 -40.80945866  	 4.77 	 4.84 	 4.82 	 4.73 	 4.69 	ApCrEuSr              
1645	SN 1987A                 	SN*	083.866750 -69.269742      	     ~	 4.75 	 4.81 	     ~	     ~	SN.IIPec              
1646	* eta Cyg                	*  	299.07655092 +35.08342299  	 5.800	 4.910	 3.880	 3.19 	 2.66 	K0III                 
